epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,12192.3,0.41854,0.23019,0.93668,0.99246,0.98206,0.99167,0.97158,0.29413,0.18961,0.8362,0.000254791,0.000254791,0.000254791
85,12336.8,0.40456,0.22679,0.93748,0.98466,0.98682,0.99128,0.97222,0.2708,0.17722,0.82952,0.000240644,0.000240644,0.000240644
86,12481.4,0.38547,0.21742,0.929,0.99172,0.99206,0.99341,0.97606,0.26653,0.1627,0.82839,0.000226497,0.000226497,0.000226497
87,12625.9,0.39589,0.22228,0.93543,0.9919,0.99206,0.99168,0.97227,0.26249,0.1706,0.82812,0.000212349,0.000212349,0.000212349
88,12770.1,0.38916,0.22309,0.93321,0.99176,0.99206,0.9933,0.96966,0.28085,0.18082,0.83498,0.000198202,0.000198202,0.000198202
89,12913.7,0.37986,0.21086,0.92424,0.99156,0.98502,0.99333,0.96854,0.27662,0.17677,0.83322,0.000184055,0.000184055,0.000184055
90,13057.5,0.39809,0.22551,0.92839,0.98975,0.98847,0.99181,0.96774,0.29523,0.18426,0.84164,0.000169908,0.000169908,0.000169908
91,13200,0.29534,0.17274,0.83902,0.98742,0.98576,0.99335,0.96863,0.27815,0.19702,0.82834,0.000155761,0.000155761,0.000155761
92,13342.6,0.29381,0.20766,0.84683,0.98405,0.9802,0.99074,0.97104,0.26572,0.19159,0.82489,0.000141614,0.000141614,0.000141614
93,13485.3,0.29018,0.167,0.85287,0.99013,0.98473,0.9927,0.96619,0.2886,0.18611,0.83275,0.000127467,0.000127467,0.000127467
94,13627.9,0.2797,0.1598,0.84664,0.99111,0.98838,0.9918,0.97087,0.28212,0.17632,0.83508,0.00011332,0.00011332,0.00011332
95,13770.5,0.27575,0.15984,0.83321,0.99572,0.9907,0.99185,0.97191,0.27279,0.16928,0.82995,9.91726e-05,9.91726e-05,9.91726e-05
96,13913.2,0.27471,0.15898,0.83814,0.99061,0.98836,0.99174,0.96925,0.28767,0.17504,0.84149,8.50255e-05,8.50255e-05,8.50255e-05
97,14055.9,0.27186,0.15192,0.83316,0.99266,0.98868,0.99161,0.96808,0.29059,0.17526,0.83702,7.08784e-05,7.08784e-05,7.08784e-05
98,14198.8,0.2722,0.15722,0.83918,0.99071,0.98269,0.99128,0.96847,0.28027,0.17947,0.83277,5.67313e-05,5.67313e-05,5.67313e-05
99,14342.1,0.26484,0.17457,0.83672,0.98843,0.98088,0.99096,0.96804,0.28487,0.18313,0.83423,4.25842e-05,4.25842e-05,4.25842e-05
100,14485.2,0.26099,0.21767,0.83523,0.98696,0.98055,0.99097,0.96801,0.28133,0.18294,0.83291,2.84371e-05,2.84371e-05,2.84371e-05
